"TP53","CDKN1A","CDKN2A","SIRT1","RB1","TERT","CDK4","CDKN2B","MAPK1","MAPK14","MTOR","TERF2","UBC","CDK6","HMGA2","E2F1","CCNA2","MDM2","CXCL8","HSPA8","LMNB1","MAPK3","MAPKAPK5","ATM","CDKN1B","score"
"TCGA-D8-A1JE-01A-11R-A13Q-07",49.064,55.7536,8.9919,49.4833,68.2459,0.0736,63.288,20.4506,157.4891,40.8183,23.3354,22.3837,726.6,7.1157,0.0904,19.5303,23.0845,23.2697,1.1683,1489.8803,76.3999,95.688,12.5497,13.1675,173.2691,0.763136949936686
"TCGA-D8-A1JF-01A-11R-A13Q-07",51.6098,26.157,3.009,32.0297,69.1806,0.4403,40.9679,25.3245,109.6816,44.8338,26.9508,16.7074,640.4002,24.364,0.0189,8.0402,15.7855,8.4987,6.0032,1341.9973,19.1491,45.8487,8.4901,14.0595,34.268,0.794477241201329
"TCGA-D8-A1JG-01B-11R-A13Q-07",15.6922,72.0463,4.8489,23.8559,22.3889,0.0884,57.2852,13.6518,67.9907,67.0656,43.8269,13.8786,803.216,6.5598,0.0223,41.3645,53.9161,11.626,8.2132,1224.9529,129.9389,25.1929,13.5987,13.5657,71.4456,0.907238943191716
"TCGA-D8-A1JK-01A-11R-A13Q-07",14.8674,151.3729,1.2067,10.2419,26.7568,0.0582,93.2103,4.1711,91.148,35.5875,19.7712,16.2754,1306.4686,11.4803,0.2059,41.6739,30.2822,9.2691,146.2326,692.3685,64.3894,151.0228,6.5432,4.0619,58.7569,0.756717958643827
"TCGA-D8-A1JL-01A-11R-A13Q-07",101.0732,146.0571,31.103,40.7461,34.3782,1.4408,65.7038,20.3498,135.2717,64.7476,49.9028,34.774,556.8801,16.0678,0.1502,19.2795,54.2802,12.9319,4.2328,2037.4711,90.5642,64.2323,11.4308,15.8344,158.2626,0.722845898254782
"TCGA-D8-A1JN-01A-11R-A13Q-07",30.3951,68.8692,1.5436,35.5537,45.1452,0.0147,44.4679,10.2123,63.5779,31.9907,18.9576,11.3848,829.6446,2.5068,0,3.1017,5.44,19.8282,0.1165,560.5178,21.0286,53.4887,12.2589,10.7472,142.8562,0.853640440014194
"TCGA-D8-A1JP-01A-11R-A13Q-07",45.2634,296.3102,25.3584,26.1485,40.9447,0.0283,48.6002,34.5606,114.2333,43.0225,23.818,15.6308,709.4064,5.323,0.0943,70.0761,20.7861,50.8765,11.99,1185.704,57.872,90.2871,12.7151,6.106,130.2886,0.600567335334818
"TCGA-D8-A1JS-01A-11R-A13Q-07",58.2904,34.1016,1.8735,18.8091,24.4638,0.0452,77.2691,4.0407,45.4988,24.7468,17.4643,11.3707,776.2769,0.5335,0.0107,6.0881,4.6742,11.5929,5.0197,1390.431,20.6829,54.7738,8.7446,2.9363,187.4323,0.430238964505851
"TCGA-D8-A1JT-01A-31R-A13Q-07",22.8329,112.7174,8.1271,32.8187,37.5912,0.0344,28.3796,16.1936,99.7859,56.0536,20.6124,14.2675,809.2147,1.9109,0.0641,22.7944,61.5374,34.4047,20.7324,1132.7289,63.9705,126.9073,9.5174,7.3706,232.0754,0.52186304693899
"TCGA-D8-A1X5-01A-11R-A14D-07",49.1166,59.1435,6.9457,18.2229,37.0332,0.0646,45.2874,23.831,99.8986,40.1379,22.0661,15.3184,924.6256,4.7718,0.0659,33.845,13.6028,10.7149,5.804,1970.7648,53.8233,82.0679,8.7125,8.1266,118.3742,0.69154623454512
"TCGA-D8-A1X6-01A-11R-A14M-07",56.0705,356.4658,5.2042,31.9739,46.5067,0.1336,70.572,7.0814,100.78,40.8803,24.2923,15.8287,577.7992,1.8176,0.0361,49.9301,24.5371,32.6901,0.7728,2115.8229,75.8722,189.1803,11.146,6.3464,201.9758,0.855463150026604
"TCGA-D8-A1X8-01A-11R-A14M-07",57.4119,54.483,5.7433,45.8887,75.7522,0.1557,55.0974,19.8115,139.0306,51.0241,21.7918,20.456,633.4702,5.8242,0.0437,13.0415,23.76,28.2942,1.5286,1199.1714,60.1846,61.7648,10.9507,9.9722,134.435,0.236620536146327
"TCGA-D8-A1X9-01A-12R-A157-07",34.0468,205.1861,4.6264,39.3913,44.6588,0.0162,72.823,21.4842,80.4609,51.5831,55.7589,31.5614,1008.108,6.3519,0.3021,22.3609,22.4994,34.1469,3.0825,1263.047,67.6389,88.2422,14.6508,9.9074,160.6417,0.55726747629217
"TCGA-D8-A1XA-01A-11R-A14D-07",11.6663,54.6603,6.7523,44.661,41.9593,0.1434,112.8,22.7306,99.9257,34.156,44.4053,38.1831,929.0094,3.7734,0.0563,55.1659,21.3782,26.3308,3.8675,1510.9163,26.9196,167.1984,15.8112,16.7246,229.597,0.34386593115907
"TCGA-D8-A1XB-01A-11R-A14D-07",80.698,111.5859,6.6402,37.5355,44.8321,0.2421,76.6459,39.1017,119.0638,36.5884,39.5989,28.6431,559.8125,7.8847,0.1141,17.4041,20.0269,23.8933,3.7979,1695.5717,64.5119,86.5086,12.1343,14.7864,156.9692,0.333252685570502
"TCGA-D8-A1XC-01A-11R-A14D-07",47.3328,209.6602,6.886,37.8503,51.3598,0.0899,40.4319,8.36,99.6896,37.0363,30.955,27.0871,551.031,10.4881,0.005,9.9733,12.0583,19.6895,1.2899,1339.1653,23.9109,62.9089,9.973,11.7456,280.8305,0.498382092021348
"TCGA-D8-A1XG-01A-11R-A14D-07",49.3985,137.9462,5.3886,47.828,48.3924,0.3179,52.8884,23.8555,115.4099,43.6614,21.8598,33.7067,773.9386,29.0785,0.1613,14.6905,8.7024,24.7735,1.4708,1566.3257,34.704,48.4892,11.8525,16.5253,248.7952,0.281170360334204
"TCGA-D8-A1XJ-01A-11R-A14M-07",86.9403,87.502,18.9938,29.4617,16.4757,0.0894,88.1326,15.4194,159.5118,55.4104,20.7098,46.4935,594.9043,3.4489,0.0316,54.8827,70.3171,7.9062,2.3153,2296.1449,178.2296,68.2798,5.7247,7.7933,267.0817,0.701449797015668
"TCGA-D8-A1XQ-01A-11R-A14M-07",26.9976,102.8405,7.2356,16.5929,49.9864,0.2192,59.3895,13.5867,121.0051,71.5458,16.664,18.5505,545.6341,35.2411,0.0733,39.0312,30.1812,12.1238,75.7158,1156.0249,81.5153,52.78,9.2502,7.7285,58.1683,0.495596632149424
"TCGA-D8-A1XT-01A-11R-A14M-07",84.7619,155.9389,6.3211,42.5912,78.3808,0.2858,91.7886,28.9233,91.5425,56.0837,23.1875,36.7399,1001.4942,9.6223,0.2173,24.6082,55.5652,20.0223,29.5163,1502.9366,53.2053,111.9854,16.7728,13.6229,87.2305,0.941788444788542
"TCGA-D8-A1XV-01A-11R-A14M-07",31.4657,144.0926,3.8857,20.8094,37.8528,0.0275,23.0968,6.5434,52.6675,19.2353,13.1704,17.0405,407.9342,4.4013,0.0036,8.6803,7.6671,14.5083,1.5279,825.0577,20.7762,28.6829,7.9793,7.5145,116.4372,0.38447694411717
"TCGA-D8-A1XY-01A-11R-A14M-07",34.5307,216.7281,5.2982,43.8169,26.0438,0,48.2664,35.3421,99.6628,44.7878,16.2879,20.7315,778.9961,24.0433,0.1081,12.9476,5.162,29.3867,2.2376,1345.7101,25.0388,104.3714,5.8605,14.4773,90.2023,0.40483563985935
"TCGA-D8-A1XZ-01A-11R-A14M-07",15.7563,40.0105,2.961,25.9411,42.3488,1.4359,62.7624,16.8482,200.226,57.2598,20.439,30.6634,957.0355,5.4399,0.0743,48.3653,68.7013,18.4784,5.7744,1605.4714,59.4614,96.2524,15.8741,7.2007,168.2407,0.587406045356302
"TCGA-D8-A1Y0-01A-11R-A14M-07",46.4077,66.8748,3.8835,44.8142,37.6515,0.4568,91.9595,22.8206,90.9417,53.6271,22.2145,19.9326,710.2995,7.4196,0.0063,57.8501,46.8744,29.2681,3.9413,1193.5601,155.5093,77.5478,12.8279,10.1276,264.5776,0.509258363173006
"TCGA-D8-A1Y1-01A-21R-A14M-07",68.1822,117.7559,4.3526,33.7362,32.235,0.2034,78.0105,16.5607,98.3646,35.9287,18.5529,22.5149,792.2182,7.8766,0.0863,36.6965,45.6695,16.1568,6.4766,1904.6466,91.2476,163.8054,11.3183,6.0569,220.4099,0.57234436882708
"TCGA-D8-A1Y2-01A-11R-A157-07",34.5027,115.2623,4.0063,15.2276,26.8169,0.1997,58.3767,15.1951,67.0628,36.1155,22.3901,21.4802,593.5857,5.3444,0.1242,20.9471,16.1853,9.7462,39.0255,1517.8505,47.6415,104.4434,8.8365,4.8579,90.9247,0.755395335333398
"TCGA-D8-A1Y3-01A-11R-A157-07",9.1343,34.9517,17.0436,12.6843,9.6264,0.055,171.2819,5.3125,41.5622,44.628,19.5851,22.4323,943.5621,1.2575,0,71.2174,70.8988,11.0749,0.9761,2508.8328,77.2036,56.27,15.0258,2.8141,80.3259,0.38793186876996
"TCGA-D8-A27E-01A-11R-A16F-07",38.214,38.9933,10.0277,29.501,37.6727,0.0577,46.0104,34.0268,113.0524,33.5399,30.4,28.3521,586.0032,33.9048,0.0227,5.7893,4.6367,25.8906,0.5233,1294.4431,9.8364,68.2854,9.7318,11.1483,272.5679,0.377083931734368
"TCGA-D8-A27G-01A-11R-A16F-07",30.6514,81.8776,1.8101,27.4242,45.9979,0.0998,66.6018,12.4691,143.0763,45.1744,44.9374,14.0554,782.0979,6.0163,0.0392,23.6382,27.1607,22.2707,1.9795,1441.3984,43.7076,70.7406,10.903,8.4497,225.3001,0.731136488273815
"TCGA-D8-A27H-01A-11R-A16F-07",14.8424,112.2318,24.6383,29.0661,39.5485,0.2488,70.2236,26.8598,161.1676,55.9028,44.5852,21.4222,749.954,35.8307,0.2158,52.9876,47.5375,18.0363,5.9468,1164.2621,33.1706,59.6865,9.5075,10.8993,109.5609,0.604116261814897
"TCGA-D8-A27P-01A-11R-A16F-07",71.1453,114.1138,5.1015,43.8283,49.5475,0.054,63.4635,39.7987,121.3693,44.7815,38.4703,16.199,624.6359,5.7461,0.0795,9.6554,12.1271,31.823,3.3195,722.7304,33.4582,74.6676,11.3594,11.3155,249.2538,0.281460692280396
"TCGA-D8-A27V-01A-12R-A17B-07",55.9178,78.6366,1.819,40.7997,30.1409,0.3156,68.4538,41.2525,80.3055,57.5684,32.4556,15.6353,460.5672,18.9741,0.1455,8.802,12.7543,23.9183,1.2879,1094.1766,56.6992,87.1256,7.0969,6.7257,118.941,0.453159779347721
"TCGA-D8-A4Z1-01A-21R-A266-07",62.3504,150.866,5.0779,35.7261,42.0286,0.0368,58.4772,17.2209,105.0243,41.1505,41.167,21.2995,528.6642,7.0442,0.0217,9.4002,8.9638,19.8567,2.0445,624.0413,23.6407,105.161,11.7719,13.0957,186.0744,0.342140069034485
"TCGA-D8-A73U-01A-11R-A33J-07",28.9155,98.9758,6.832,20.8747,25.6792,0.0308,39.2335,20.9264,55.4582,28.8766,13.734,14.2522,576.6751,5.9091,0.0687,6.1782,3.0128,11.7834,3.8881,417.4631,16.5891,45.2636,6.4599,11.3815,147.0302,0.734443046549889
"TCGA-D8-A73W-01A-22R-A352-07",26.6993,156.2787,9.2528,21.0184,35.3845,0.0819,49.4057,30.2155,74.9003,33.3286,12.7898,14.6662,688.3022,22.9704,0.4826,13.2087,10.4095,14.1738,3.1244,612.3595,22.2485,109.5468,8.1814,12.5896,182.1604,0.47930578405755
"TCGA-E2-A105-01A-11R-A10J-07",50.2607,123.0264,5.2523,43.6868,38.0838,0.5128,61.7541,10.4415,82.9136,33.1541,35.0411,21.3716,737.3707,1.7683,0.0821,28.7751,27.3086,30.3385,0.477,761.6256,76.4976,68.9905,16.6306,6.4125,131.3384,0.3061389077067
"TCGA-E2-A108-01A-13R-A10J-07",45.424,160.073,9.6547,20.1452,36.5836,0.0242,56.234,28.7589,97.8216,44.3272,22.9253,18.3432,622.4458,12.0009,0.0523,14.1836,15.0587,14.895,3.4273,1001.3759,47.8515,98.2629,7.6468,11.0657,94.0304,0.353140423884641
"TCGA-E2-A109-01A-11R-A10J-07",80.7902,106.9154,8.5446,37.2388,23.5913,0.1204,75.3915,33.2849,103.1896,40.1233,29.7678,56.8651,537.7794,2.5619,0.0828,23.4888,59.2762,16.1355,1.167,1015.472,117.2484,304.14,14.0724,7.1727,184.9594,0.624116906997
"TCGA-E2-A10B-01A-11R-A10J-07",66.3767,94.9202,5.8971,37.8026,45.8883,0.1616,80.6883,27.6106,100.1464,36.868,32.7202,34.33,811.8985,4.7971,0.0486,32.2678,20.7301,30.8997,2.9666,1796.5107,86.1483,80.5009,14.0891,11.2273,53.2184,0.446982160714862
"TCGA-E2-A10E-01A-21R-A10J-07",88.1301,86.8162,4.6744,33.4237,57.0154,0.0198,58.8086,27.7969,115.3615,41.7755,17.9361,15.212,808.5527,4.5998,0.1477,18.9464,24.2171,22.3339,6.2271,1030.6897,57.2269,40.1719,10.1814,6.8236,283.4061,0.281880060647118
"TCGA-E2-A14O-01A-31R-A115-07",37.4178,213.1736,9.1315,17.7471,16.4031,0.0088,63.8408,7.2731,35.8114,18.9847,8.4662,13.2714,963.0833,0.6926,0.0104,15.5805,13.7665,31.7376,3.038,303.4346,74.3887,101.8388,9.1015,2.8133,195.9146,0.727257125929148
"TCGA-E2-A14P-01A-31R-A12D-07",70.2746,49.1019,0.9933,23.3252,31.6751,0.1236,65.7395,4.3747,92.0983,24.7034,24.8515,43.6718,588.6777,2.1691,0.0132,38.8823,80.1909,10.9292,28.2604,1238.1802,143.4178,100.2108,6.6632,4.7174,115.5092,0.472176521823285
"TCGA-E2-A14R-01A-11R-A115-07",75.1409,35.5717,54.7156,18.0802,5.6974,0.0972,40.9182,7.7785,59.5963,16.13,10.2926,20.8744,620.7788,15.1978,0.0104,71.091,54.1196,10.2268,2.8494,398.5207,73.3222,43.5559,5.2369,3.1184,110.5589,0.483341732614458
"TCGA-E2-A14S-01A-11R-A12D-07",24.2662,53.113,3.4804,28.2551,50.9777,0.2131,37.2767,18.9953,120.6235,29.2418,25.6513,11.2206,668.0729,1.9869,0.0201,28.5647,37.5088,26.9144,0.6535,571.5921,98.8077,77.473,10.2704,4.2074,264.5945,0.124681441336817
"TCGA-E2-A14U-01A-11R-A22K-07",72.0786,113.7098,2.768,30.1752,26.1883,0.1806,63.484,7.3969,84.7398,33.8984,27.4034,23.2,713.0481,4.4272,0.0079,5.6984,2.0972,16.6691,4.8029,723.4939,10.7117,121.5304,10.4946,7.1787,196.3295,0.241523920126456
"TCGA-E2-A14W-01A-11R-A12D-07",44.1253,237.1976,11.3279,26.505,22.3899,0.0631,108.0201,7.7333,112.3976,26.5652,20.137,14.2964,1085.5021,1.6361,0.0198,18.0268,26.5918,100.1372,1.2347,665.8681,57.1955,99.3798,11.137,5.9409,118.7916,0.564443558488444
"TCGA-E2-A14Z-01A-11R-A115-07",65.1237,64.7056,6.8795,19.1583,27.2886,0.0354,43.0789,10.4326,136.4383,40.6696,29.5186,15.7427,600.5697,6.1293,0.0602,23.7108,21.2042,9.4027,1.2779,646.0964,73.5865,84.6757,8.3191,7.775,61.8664,0.339043194941772
"TCGA-E2-A154-01A-11R-A115-07",98.7293,91.9569,5.544,34.3561,44.0696,0.0809,66.1799,14.5984,121.8628,36.8955,18.3458,22.1223,624.5355,3.3007,0.1652,25.1595,19.9954,17.8528,2.9501,1023.6636,70.0893,80.6467,14.4706,10.6777,186.0803,0.319413529468693
"TCGA-E2-A156-01A-11R-A12D-07",91.7104,33.195,1.983,42.8906,32.4113,0.0296,78.1519,13.307,133.3238,42.2926,50.672,16.9684,866.8353,1.5451,0.0465,14.5151,15.037,53.1864,8.4457,1434.7861,47.4237,153.1875,14.8331,13.4783,251.8184,0.280876558152286
"TCGA-E2-A15C-01A-31R-A12D-07",63.2855,180.8415,5.2633,39.5023,46.1835,0.0486,47.1003,37.4401,80.8327,45.5721,34.2686,14.4281,751.827,19.2075,0.043,15.4707,7.2053,24.5961,3.6659,892.0207,27.5872,166.1164,11.4603,12.4006,47.6632,0.437497983805929
"TCGA-E2-A15F-01A-11R-A115-07",92.0995,292.2183,3.5845,34.2576,47.3705,0.0704,56.1397,15.8436,89.3255,31.009,36.8776,24.5693,802.0651,6.3636,0.1771,23.4043,29.5862,101.5185,4.0595,1609.0926,39.8002,92.7741,18.2433,5.7328,170.2862,0.294799832252653
"TCGA-E2-A15G-01A-11R-A12D-07",80.062,36.5883,4.0142,54.5523,51.8591,0.2604,69.8918,12.8296,71.1675,39.3603,30.2428,24.1075,822.5556,1.9928,0.0241,13.2464,6.6979,27.3126,0.2025,837.0926,42.5268,133.5444,15.2369,10.9285,211.3132,0.312042323945934
"TCGA-E2-A15L-01A-11R-A12D-07",76.8013,118.7522,3.2382,35.6298,54.3453,1.2256,70.608,23.5801,122.2144,41.2286,35.1178,18.2299,588.0057,6.2816,0.3445,22.3693,32.9911,22.2588,8.8593,815.8383,134.0064,75.1447,10.8711,14.0515,172.8574,0.175812122971709
"TCGA-E2-A15M-01A-11R-A12D-07",55.5499,54.0999,4.5254,45.3733,64.2379,0.0253,52.4105,45.7484,143.0523,55.7284,27.5591,21.4654,682.7156,17.0514,0.0422,17.6326,35.0654,18.3723,5.1457,1227.1621,111.7774,63.048,11.2084,14.6848,140.6725,0.719458692215878
"TCGA-E2-A15O-01A-11R-A115-07",172.5932,161.5798,1.6251,42.144,14.7878,0.1364,94.1049,5.3225,60.4399,37.9913,17.498,14.503,552.0943,6.4902,0.039,81.6016,39.8328,28.3274,9.5088,940.289,97.2591,109.0508,21.132,6.0944,486.9378,0.222232975257266
"TCGA-E2-A15P-01A-11R-A115-07",60.3739,52.5685,4.9123,21.4679,31.0072,0.0249,53.5424,18.531,86.7909,49.3156,37.73,18.4035,631.2986,16.0231,0.0881,12.6898,12.6725,20.965,0.6151,779.5999,26.6444,77.7949,11.4303,7.6681,93.2722,0.128229942901384
"TCGA-E2-A15R-01A-11R-A115-07",39.0391,141.9627,4.3826,40.0374,27.6996,0.0737,69.8462,26.4006,133.0189,58.5069,27.8574,18.8299,1013.6582,7.5067,0.0869,94.9608,28.7731,34.5668,0.6716,1263.2553,61.9672,110.2112,17.7299,6.4384,168.8238,0.373341869041913
"TCGA-E2-A15T-01A-11R-A115-07",30.6142,175.0261,0.9382,43.471,63.2552,0.1062,58.9654,9.8352,182.7681,65.3184,41.3352,17.2338,958.5548,1.4429,0.0209,37.5668,33.8695,20.59,4.0699,575.2471,90.2629,93.9163,12.9578,7.5059,443.9818,0.562469757088938
"TCGA-E2-A1AZ-01A-11R-A12P-07",107.5113,56.8429,106.3385,44.4862,42.8723,1.4062,65.9415,80.4592,68.9147,40.3333,39.4527,26.2205,522.6077,54.3559,0.7396,33.9362,108.3882,17.1122,3.0878,1786.1613,151.1146,45.801,12.6924,15.9881,141.7548,0.351559727733153
"TCGA-E2-A1B4-01A-11R-A12P-07",54.7647,104.129,8.0916,22.0349,24.9614,0.0609,35.1678,20.6382,56.5603,21.166,19.5655,13.6054,607.0739,1.413,0.0897,4.3195,3.0975,20.8942,0.1609,181.0857,14.0082,112.267,10.4299,5.187,134.0748,0.123503983999484
"TCGA-E2-A1BC-01A-11R-A12P-07",43.7701,74.2987,3.2054,41.9173,54.9201,0,57.355,45.4148,120.0919,44.7703,32.3792,15.804,997.9557,6.7409,0.1033,2.4304,3.2855,23.7871,3.4762,1198.3105,12.2971,112.4307,10.7061,13.2309,158.2124,0.646004709829349
"TCGA-E2-A1IE-01A-11R-A13Q-07",45.6422,57.4392,6.6779,21.102,28.2116,0.0788,64.2614,24.0657,112.3834,37.3428,31.6921,17.2848,933.7938,2.0016,0.0279,34.4151,26.3193,33.9865,1.2504,870.3742,68.663,114.8416,11.7537,5.0413,152.3186,0.229507403464628
"TCGA-E2-A1IF-01A-11R-A144-07",69.2255,172.6107,4.6717,13.7375,21.9441,0.0697,38.91,12.3599,38.0702,20.7361,12.2136,10.8775,722.5262,5.5417,0.0899,19.6277,11.7939,13.163,8.4482,313.4338,44.848,146.8914,7.012,3.8,28.0046,0.36004387238298
"TCGA-E2-A1IH-01A-11R-A13Q-07",40.7862,157.7944,7.307,29.1715,49.6221,0.008,41.9456,23.0296,75.0623,35.9124,17.3218,14.1083,716.42,17.0093,0.0848,13.7366,15.9604,27.0657,6.6141,663.2315,39.6424,59.8602,10.4268,7.5018,180.4905,0.722281363914965
"TCGA-E2-A1IK-01A-11R-A144-07",44.9302,157.8812,5.6089,18.5713,29.6182,0.1679,47.5057,6.8354,70.4907,19.2883,17.9835,19.6767,707.8277,8.699,0.0385,11.5194,11.1557,16.3514,0.5921,1285.3179,25.1549,82.8537,7.7608,4.5981,176.5931,0.534694667569922
"TCGA-E2-A1IL-01A-11R-A14D-07",61.8108,46.9073,3.8172,45.3156,31.1239,0.0672,62.4385,42.3494,77.3806,62.8654,40.7262,21.6935,839.0215,14.5076,0.0793,8.9539,9.9601,20.7006,1.1558,777.2827,26.0259,110.2436,12.0753,14.378,158.1979,0.315026291170683
"TCGA-E2-A1IN-01A-11R-A13Q-07",78.6904,104.1088,9.4138,29.8928,33.0998,0.3595,50.9602,31.6645,77.0436,37.1354,21.9159,24.5625,622.0476,5.5151,0.2652,12.7238,12.0127,16.2915,0.5238,890.6375,52.6414,98.7923,11.5986,5.239,107.2085,0.359172876544405
"TCGA-E2-A1IU-01A-11R-A14D-07",46.6357,63.8937,4.0042,38.4264,57.201,0.1106,60.4939,15.1061,109.7021,43.5398,28.1715,18.0929,570.1897,3.2044,0.0217,22.4017,10.4281,22.0154,1.2433,927.3456,36.6221,171.7851,12.913,7.3738,285.6235,0.353704958224459
"TCGA-E2-A1LE-01A-12R-A19W-07",65.5167,134.2266,11.4572,20.1132,38.0785,0.0312,65.1768,18.0634,40.5379,25.1722,17.8771,18.0442,508.7784,7.0722,0.0573,37.1963,20.0116,10.6494,10.0777,492.4624,70.3892,84.3339,7.8431,5.3779,59.3426,0.638536726991193
"TCGA-E2-A1LK-01A-21R-A14D-07",10.3144,61.2928,57.9244,13.9638,12.5149,0.6385,47.9016,38.2166,64.1183,25.3335,16.8322,17.038,761.6014,3.7707,0.0642,36.6978,34.7397,7.3864,14.0161,968.4397,43.166,67.0367,7.0759,7.2119,45.1348,0.528336491464321
"TCGA-E2-A1LL-01A-11R-A144-07",16.3344,398.4654,0.4041,17.5626,38.4267,0,125.0316,3.0905,135.1692,31.4924,31.4907,20.1131,795.602,64.4661,23.1701,54.2705,70.6192,15.5248,84.8329,837.5666,52.9032,95.1151,10.4108,4.3724,42.3805,0.403400109680957
"TCGA-E2-A2P5-01A-11R-A19W-07",85.6627,68.9856,5.6901,17.5951,19.9839,0.2286,102.871,12.618,57.7621,26.536,14.5028,15.0942,498.5253,3.8151,0.0299,25.0729,37.4928,12.9493,0.8312,329.9389,150.7232,95.9098,7.675,2.3371,80.6873,0.35910835833414
"TCGA-E2-A2P6-01A-11R-A19W-07",23.2891,78.6181,13.4951,21.1052,26.5451,0.0231,23.5374,23.0543,55.909,19.2429,7.9194,10.3829,622.3672,1.5062,0.1332,31.5675,12.7524,18.7397,0.5095,166.4552,52.6881,162.4457,7.9603,3.9804,11.8655,0.17469918384464
"TCGA-E2-A56Z-01A-12R-A29R-07",41.0061,79.2326,8.5034,22.7979,19.6629,0.1691,41.2735,7.5081,46.6395,21.6159,12.7882,28.2075,740.0548,1.0787,0.0332,44.4019,17.9187,18.0844,1.3134,182.9023,57.5903,120.0189,13.1419,1.991,416.1404,0.486982828954365
"TCGA-E2-A572-01A-13R-A31O-07",21.9294,35.6319,8.5839,5.851,6.4519,0.1283,28.6743,7.2455,20.1443,9.5381,7.856,15.1854,559.1939,0.3102,0.0126,22.7243,2.487,15.0388,0.1978,392.7944,4.9642,143.2205,5.8997,0.6222,138.3522,0.208119616761831
"TCGA-E2-A576-01A-11R-A31O-07",29.7295,46.1471,5.2734,6.2418,5.2756,0.256,44.2349,7.6523,40.042,14.0398,7.4152,9.2091,422.2338,3.9272,0.0241,101.0581,16.4765,14.779,0.8121,569.261,29.4803,127.3371,9.4095,1.3455,144.997,0.0884060776154068
"TCGA-E2-A9RU-01A-11R-A41B-07",28.2132,54.9914,75.219,4.6679,12.6516,0.105,843.5013,13.7591,35.4269,20.2123,8.9403,14.3221,846.4204,1.1605,0.1296,69.7938,16.3776,12.3502,11.7354,505.627,61.769,85.7684,7.8496,1.7083,154.7652,0.238556082454273
"TCGA-E9-A1N3-01A-12R-A157-07",39.58,202.0001,5.4544,27.6933,37.1102,0.0317,51.4726,14.8849,78.7174,33.1382,37.4342,29.0409,670.1351,19.9914,0.028,19.1011,18.4933,37.0436,0.7328,1707.4839,25.9248,76.7557,10.2941,7.9181,156.6918,0.440223878189619
"TCGA-E9-A1NC-01A-21R-A26B-07",33.3864,89.2278,5.5645,9.8546,13.8661,0.098,55.0448,15.1063,75.4427,30.345,6.4245,10.2852,463.6548,16.7758,0.3359,16.4846,14.3522,7.7397,13.588,715.9967,28.8671,116.3905,7.1185,2.6658,61.6074,0.387189909351915
"TCGA-E9-A1ND-01A-11R-A144-07",85.6905,138.9074,23.1907,10.6493,40.4211,0.07,50.3399,76.823,63.173,43.1543,21.0017,13.4304,647.9703,16.1048,0.0366,24.2534,39.4939,7.9163,41.8119,988.0437,74.9869,28.3569,8.9087,4.5744,63.9249,0.737596187075111
"TCGA-E9-A1NF-01A-11R-A14D-07",47.484,78.7399,7.1176,17.627,37.1086,0.0146,49.4621,26.0964,74.1753,23.8704,14.479,14.1106,643.6122,7.6111,0.1319,9.1231,7.6412,12.4465,5.9821,580.5947,39.103,59.0447,7.8362,6.7576,62.4255,0.579356936884052
"TCGA-E9-A1NG-01A-21R-A14M-07",63.9598,273.809,11.8333,29.0553,60.3922,0.0477,59.2153,80.4942,99.7378,47.8575,22.6271,18.8558,757.1977,11.1764,0.4197,6.7815,11.6736,16.5383,87.4779,1167.4912,40.5585,98.2541,8.5785,9.5173,140.2133,0.606535280146061
"TCGA-E9-A1NH-01A-11R-A14D-07",78.4791,145.9885,7.4912,30.6447,41.2919,0.014,56.2233,47.6463,81.9682,36.9458,23.6201,15.2461,649.1774,11.7129,0.1876,6.3987,5.5677,12.3109,2.4511,689.9299,29.1136,93.2377,7.6253,9.1768,165.4295,0.156569566760218
"TCGA-E9-A1QZ-01A-21R-A169-07",45.9678,118.1834,3.7018,34.9147,40.6583,0.1596,58.9673,33.9985,116.0423,57.4833,22.828,21.9488,974.9151,4.3743,0.0348,45.131,31.0567,29.5025,0.8439,1216.6191,49.7421,118.0207,12.3043,7.2789,237.5525,0.513677860576148
"TCGA-E9-A1R3-01A-31R-A14M-07",84.4357,1588.1738,5.7191,33.5335,78.8996,0.0242,51.8595,49.4189,89.618,37.4667,22.2982,22.5766,776.531,6.2349,0.5517,1.4388,0.4347,95.412,25.7799,1337.9853,8.9041,123.8383,10.4259,11.1415,142.8255,0.602761379399335
"TCGA-E9-A1R4-01A-21R-A14D-07",57.5912,88.1809,21.1992,23.6457,45.4076,0.7011,77.5975,90.7333,114.8333,64.4762,41.3222,17.6685,842.2463,14.9816,0.116,41.2284,14.2301,13.0553,0.8456,1396.8648,65.2631,143.218,9.3966,11.546,70.3782,0.560130971966838
"TCGA-E9-A1R5-01A-11R-A14M-07",59.0016,53.296,1.9641,29.8338,41.4384,0.1528,50.8954,15.2751,93.1118,41.3287,17.3288,15.1087,718.0387,3.6299,0.09,15.1496,11.2509,16.3497,0.7068,1605.5103,30.3691,75.2087,8.7663,14.9732,127.4555,0.553999718915394
"TCGA-E9-A1R6-01A-11R-A14D-07",56.8852,236.5654,10.6464,28.4001,23.213,0.0246,84.4459,19.3699,88.399,34.966,33.3114,21.2745,1259.6162,2.0527,0.0725,115.7258,26.6845,56.3634,0.8131,3091.9427,47.2233,270.2986,15.0143,8.648,53.1737,0.44503048485435
